probe,ke,target,consthA,constErrhA,slopehA,slopeErrhA,consthN,constErrhN,slopehN,slopeErrhN,constINCL,constErrINCL,slopeINCL,slopeErrINCL,constGeant4,constErrGeant4,slopeGeant4,slopeErrGeant4
2112,1.875,1000180400,0.0918881,0.140898,0.0884289,0.118041,0.158527,0.228533,0.157933,0.166564,0.122025,0.179824,0.120849,0.138109,0.12386,0.182421,0.12252,0.139281
2112,1.925,1000180400,0.0924417,0.141644,0.0891388,0.118475,0.159772,0.2301,0.159317,0.167709,0.118778,0.175749,0.117247,0.135636,0.120235,0.177647,0.118777,0.13668
2112,1.975,1000180400,0.0931722,0.142602,0.0899931,0.118963,0.163664,0.235462,0.163127,0.170916,0.121506,0.179284,0.120126,0.137607,0.126859,0.186338,0.12565,0.141498
2112,2.025,1000180400,0.0883374,0.136411,0.0845284,0.116046,0.161974,0.233099,0.161513,0.16955,0.12564,0.184739,0.124383,0.140594,0.123726,0.182248,0.122378,0.139183
2112,0.075,1000260560,0.236829,0.33647,0.236652,0.238557,0.429362,0.614186,0.425805,0.428889,1.38287,2.17517,1.29197,1.38287,1.80397,3.01956,1.62408,1.80571
2112,0.125,1000260560,0.177839,0.254743,0.177371,0.18322,0.344999,0.491446,0.343239,0.34489,0.830115,1.22191,0.809315,0.831138,0.959807,1.43277,0.926362,0.959436
2112,0.175,1000260560,0.15097,0.218211,0.150463,0.160432,0.305178,0.434145,0.303924,0.305243,0.573822,0.826358,0.568074,0.575459,0.653736,0.947418,0.644069,0.654923
2112,0.225,1000260560,0.142765,0.207198,0.14218,0.153856,0.286592,0.407418,0.285879,0.28721,0.454852,0.651164,0.451185,0.454853,0.55812,0.803106,0.55262,0.559415
2112,0.275,1000260560,0.132605,0.193912,0.131572,0.145808,0.273399,0.388642,0.27255,0.273882,0.383439,0.54704,0.381132,0.383333,0.480614,0.688746,0.476688,0.481018
2112,0.325,1000260560,0.126991,0.186514,0.125784,0.141595,0.254939,0.362018,0.254847,0.256389,0.331549,0.472029,0.330004,0.33151,0.429915,0.614738,0.426693,0.429787
2112,0.375,1000260560,0.123533,0.182,0.122175,0.139041,0.24347,0.346163,0.242925,0.244701,0.293395,0.416956,0.292693,0.293975,0.375712,0.535837,0.373529,0.375604
2112,0.425,1000260560,0.120968,0.178549,0.119599,0.137242,0.228613,0.325281,0.228071,0.230294,0.266183,0.378341,0.265431,0.266819,0.326954,0.465213,0.325741,0.3272
2112,0.475,1000260560,0.115241,0.171252,0.113568,0.133228,0.218706,0.310318,0.218244,0.220839,0.238649,0.338899,0.238694,0.240555,0.29629,0.420776,0.296008,0.29729
2112,0.525,1000260560,0.113854,0.169478,0.112168,0.132337,0.20743,0.295565,0.207003,0.210241,0.213966,0.304517,0.213752,0.216598,0.266307,0.378519,0.265548,0.266933
2112,0.575,1000260560,0.11384,0.169448,0.112131,0.132302,0.194498,0.277471,0.194293,0.198453,0.1969,0.280987,0.196533,0.200539,0.241816,0.343808,0.241221,0.243015
2112,0.625,1000260560,0.111648,0.166611,0.110184,0.131159,0.18148,0.259136,0.181833,0.187185,0.182727,0.261031,0.182877,0.188128,0.215566,0.306725,0.215352,0.218105
2112,0.675,1000260560,0.111556,0.16646,0.10996,0.130959,0.169548,0.243511,0.169141,0.176101,0.169447,0.243366,0.169033,0.176004,0.19851,0.283166,0.198109,0.201963
2112,0.725,1000260560,0.108253,0.162297,0.106775,0.12909,0.1642,0.236214,0.163691,0.171411,0.159942,0.230436,0.159645,0.168068,0.186186,0.266135,0.185811,0.190744
2112,0.775,1000260560,0.107716,0.161838,0.10653,0.129151,0.14935,0.21626,0.148682,0.159045,0.148577,0.215355,0.14812,0.158709,0.174575,0.250148,0.174272,0.180499
2112,0.825,1000260560,0.101993,0.154057,0.100468,0.125292,0.149118,0.21595,0.148452,0.158862,0.14489,0.210416,0.144371,0.155731,0.16617,0.23881,0.165701,0.173097
2112,0.875,1000260560,0.102911,0.155772,0.101469,0.126135,0.143314,0.208201,0.142549,0.154194,0.136377,0.199212,0.135774,0.149173,0.156261,0.225244,0.155913,0.164878
2112,0.925,1000260560,0.098069,0.149489,0.0962267,0.123034,0.135881,0.198148,0.135197,0.148556,0.130846,0.191851,0.13027,0.145109,0.149298,0.216147,0.148569,0.158918
2112,0.975,1000260560,0.102673,0.155881,0.102043,0.126957,0.129608,0.190048,0.128496,0.143591,0.125416,0.184709,0.124647,0.141046,0.142327,0.206807,0.141519,0.153352
2112,1.025,1000260560,0.0959211,0.146766,0.0940086,0.121837,0.129304,0.189724,0.12832,0.143536,0.12052,0.17837,0.119787,0.137749,0.135456,0.197718,0.134457,0.147959
2112,1.075,1000260560,0.0908099,0.140312,0.0889557,0.119332,0.130774,0.191592,0.129643,0.144415,0.117106,0.173929,0.116156,0.135264,0.127849,0.187655,0.126655,0.142219
2112,1.125,1000260560,0.0927545,0.142898,0.091221,0.120639,0.122242,0.180118,0.121183,0.13838,0.11082,0.165833,0.109853,0.131256,0.123633,0.182124,0.12228,0.139111
2112,1.175,1000260560,0.0892959,0.138912,0.0872659,0.118704,0.118923,0.175957,0.117432,0.135781,0.108089,0.162101,0.107285,0.129648,0.122042,0.179969,0.120699,0.138002
2112,1.225,1000260560,0.0885466,0.138438,0.0867813,0.118725,0.117038,0.173638,0.115689,0.134736,0.10719,0.161159,0.10589,0.128724,0.118099,0.174864,0.116533,0.135151
2112,1.275,1000260560,0.0816158,0.128408,0.0789925,0.114387,0.11898,0.176072,0.117567,0.135914,0.102723,0.155455,0.101122,0.125843,0.112226,0.167147,0.110417,0.131092
